date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
2021-12-19,December,Winter,Gulmarg,JK,Baramulla,-0.1,-2.5,2.8,2.6,1022.9,2652,34.05,74.4,0.0
2021-12-20,December,Winter,Gulmarg,JK,Baramulla,1.8,-1.6,4.6,2.0,1020.2,2652,34.05,74.4,0.0
2021-12-21,December,Winter,Gulmarg,JK,Baramulla,0.6,-3.0,3.2,3.0,1020.7,2652,34.05,74.4,0.0
2021-12-22,December,Winter,Gulmarg,JK,Baramulla,1.1,-0.7,3.5,2.5,1016.1,2652,34.05,74.4,0.3
2021-12-23,December,Winter,Gulmarg,JK,Baramulla,-1.3,-6.1,1.7,2.1,1016.1,2652,34.05,74.4,1.8
2021-12-24,December,Winter,Gulmarg,JK,Baramulla,-3.0,-6.4,0.9,2.5,1018.2,2652,34.05,74.4,0.9
2021-12-25,December,Winter,Gulmarg,JK,Baramulla,-2.7,-5.2,0.8,2.3,1018.3,2652,34.05,74.4,0.0
2021-12-26,December,Winter,Gulmarg,JK,Baramulla,-3.8,-5.2,-1.5,2.2,1018.7,2652,34.05,74.4,7.0
2021-12-27,December,Winter,Gulmarg,JK,Baramulla,-5.0,-8.2,-2.7,3.8,1021.2,2652,34.05,74.4,4.4
2021-12-28,December,Winter,Gulmarg,JK,Baramulla,-5.9,-7.8,-3.4,2.8,1021.6,2652,34.05,74.4,0.5
2021-12-29,December,Winter,Gulmarg,JK,Baramulla,-5.3,-7.4,-3.1,2.9,1021.6,2652,34.05,74.4,0.0
2021-12-30,December,Winter,Gulmarg,JK,Baramulla,-4.0,-7.6,-2.1,2.7,1025.3,2652,34.05,74.4,0.0
2021-12-31,December,Winter,Gulmarg,JK,Baramulla,-2.5,-5.6,-0.7,2.2,1026.6,2652,34.05,74.4,0.0
2022-01-01,January,Winter,Gulmarg,JK,Baramulla,-2.1,-4.7,0.4,2.1,1025.4,2652,34.05,74.4,2.2
2022-01-02,January,Winter,Gulmarg,JK,Baramulla,-4.5,-11.3,-1.6,2.9,1024.3,2652,34.05,74.4,1.4
2022-01-03,January,Winter,Gulmarg,JK,Baramulla,-2.4,-5.0,-0.4,2.0,1023.5,2652,34.05,74.4,8.4
2022-01-04,January,Winter,Gulmarg,JK,Baramulla,-2.4,-5.2,-0.7,3.6,1015.1,2652,34.05,74.4,12.4
2022-01-05,January,Winter,Gulmarg,JK,Baramulla,-2.5,-5.3,-1.1,3.0,1009.9,2652,34.05,74.4,42.4
2022-01-06,January,Winter,Gulmarg,JK,Baramulla,-2.5,-4.6,-1.0,2.5,1014.5,2652,34.05,74.4,2.8
2022-01-07,January,Winter,Gulmarg,JK,Baramulla,-3.1,-4.0,-2.0,2.8,1013.1,2652,34.05,74.4,21.2
2022-01-08,January,Winter,Gulmarg,JK,Baramulla,-3.4,-6.1,-2.2,2.7,1014.2,2652,34.05,74.4,60.7
2022-01-09,January,Winter,Gulmarg,JK,Baramulla,-4.7,-7.1,-2.4,2.7,1012.3,2652,34.05,74.4,0.2
2022-01-10,January,Winter,Gulmarg,JK,Baramulla,-5.2,-7.2,-2.9,2.7,1013.8,2652,34.05,74.4,0.3
2022-01-11,January,Winter,Gulmarg,JK,Baramulla,-5.0,-7.0,-2.9,2.2,1020.0,2652,34.05,74.4,0.0
2022-01-12,January,Winter,Gulmarg,JK,Baramulla,-4.6,-9.4,-2.8,2.2,1018.3,2652,34.05,74.4,0.0
2022-01-13,January,Winter,Gulmarg,JK,Baramulla,-5.3,-8.0,-3.3,2.4,1018.3,2652,34.05,74.4,0.0
2022-01-14,January,Winter,Gulmarg,JK,Baramulla,-4.9,-8.4,-1.6,2.5,1019.2,2652,34.05,74.4,0.0
2022-01-15,January,Winter,Gulmarg,JK,Baramulla,-3.1,-7.2,-1.3,2.0,1022.0,2652,34.05,74.4,0.0
2022-01-16,January,Winter,Gulmarg,JK,Baramulla,-1.1,-5.0,1.1,1.7,1023.1,2652,34.05,74.4,0.1
2022-01-17,January,Winter,Gulmarg,JK,Baramulla,-2.1,-3.8,0.6,2.4,1022.7,2652,34.05,74.4,7.6
2022-01-18,January,Winter,Gulmarg,JK,Baramulla,-3.5,-7.8,-0.6,4.0,1019.8,2652,34.05,74.4,0.6
2022-01-19,January,Winter,Gulmarg,JK,Baramulla,-3.5,-4.7,-2.5,3.5,1013.0,2652,34.05,74.4,11.7
2022-01-20,January,Winter,Gulmarg,JK,Baramulla,-3.3,-5.7,-0.4,2.2,1004.6,2652,34.05,74.4,0.0
2022-01-21,January,Winter,Gulmarg,JK,Baramulla,-5.9,-8.9,-4.1,5.0,1009.6,2652,34.05,74.4,1.6
2022-01-22,January,Winter,Gulmarg,JK,Baramulla,-5.6,-8.0,-2.6,3.1,1011.0,2652,34.05,74.4,5.7
2022-01-23,January,Winter,Gulmarg,JK,Baramulla,-5.6,-9.0,-2.6,2.3,1011.4,2652,34.05,74.4,4.3
2022-01-24,January,Winter,Gulmarg,JK,Baramulla,-6.0,-9.9,-3.0,2.5,1011.4,2652,34.05,74.4,0.9
2022-01-25,January,Winter,Gulmarg,JK,Baramulla,-5.8,-7.4,-3.0,2.8,1009.4,2652,34.05,74.4,0.1
2022-01-26,January,Winter,Gulmarg,JK,Baramulla,-6.4,-7.8,-3.8,3.1,1011.3,2652,34.05,74.4,0.0
2022-01-27,January,Winter,Gulmarg,JK,Baramulla,-6.4,-7.8,-3.2,4.7,1014.8,2652,34.05,74.4,0.0
2022-01-28,January,Winter,Gulmarg,JK,Baramulla,-3.2,-8.8,0.1,4.4,1014.8,2652,34.05,74.4,0.0
2022-01-29,January,Winter,Gulmarg,JK,Baramulla,-4.2,-7.5,-0.8,5.7,1015.7,2652,34.05,74.4,0.0
2022-01-30,January,Winter,Gulmarg,JK,Baramulla,-3.1,-6.4,0.8,4.8,1011.7,2652,34.05,74.4,0.2
2022-01-31,January,Winter,Gulmarg,JK,Baramulla,-5.2,-11.4,-1.6,5.0,1007.8,2652,34.05,74.4,1.6
2022-02-01,February,Winter,Gulmarg,JK,Baramulla,-5.6,-12.7,-1.6,5.0,1009.6,2652,34.05,74.4,0.3
2022-02-02,February,Winter,Gulmarg,JK,Baramulla,-2.8,-5.8,0.0,3.8,1008.4,2652,34.05,74.4,2.0
2022-02-03,February,Winter,Gulmarg,JK,Baramulla,-5.1,-8.2,-1.6,2.4,1011.1,2652,34.05,74.4,4.1
2022-02-04,February,Winter,Gulmarg,JK,Baramulla,-5.3,-8.0,-1.8,2.8,1012.2,2652,34.05,74.4,0.2
2022-02-05,February,Winter,Gulmarg,JK,Baramulla,-3.7,-8.0,-1.4,4.6,1011.8,2652,34.05,74.4,0.0
2022-02-06,February,Winter,Gulmarg,JK,Baramulla,-3.9,-6.7,-1.7,4.7,1013.3,2652,34.05,74.4,3.5
2022-02-07,February,Winter,Gulmarg,JK,Baramulla,-4.3,-7.3,-1.8,3.4,1015.4,2652,34.05,74.4,3.2
2022-02-08,February,Winter,Gulmarg,JK,Baramulla,-4.8,-9.7,-2.6,3.7,1012.7,2652,34.05,74.4,0.8
2022-02-09,February,Winter,Gulmarg,JK,Baramulla,-6.0,-9.2,-2.0,3.4,1015.2,2652,34.05,74.4,1.0
2022-02-10,February,Winter,Gulmarg,JK,Baramulla,-5.2,-8.0,-2.6,3.2,1018.5,2652,34.05,74.4,0.0
2022-02-11,February,Winter,Gulmarg,JK,Baramulla,-2.9,-7.0,-0.2,3.6,1018.4,2652,34.05,74.4,0.0
2022-02-12,February,Winter,Gulmarg,JK,Baramulla,-0.8,-5.6,1.3,3.2,1016.0,2652,34.05,74.4,0.0
2022-02-13,February,Winter,Gulmarg,JK,Baramulla,-0.6,-4.4,2.2,2.8,1012.9,2652,34.05,74.4,0.0
2022-02-14,February,Winter,Gulmarg,JK,Baramulla,-1.4,-3.6,1.0,1.8,1015.5,2652,34.05,74.4,0.0
2022-02-15,February,Winter,Gulmarg,JK,Baramulla,-4.3,-9.4,1.6,3.2,1015.6,2652,34.05,74.4,0.8
2022-02-16,February,Winter,Gulmarg,JK,Baramulla,-3.7,-6.4,0.8,3.4,1012.9,2652,34.05,74.4,0.6
2022-02-17,February,Winter,Gulmarg,JK,Baramulla,-4.7,-8.6,-1.0,3.8,1013.4,2652,34.05,74.4,2.1
2022-02-18,February,Winter,Gulmarg,JK,Baramulla,-3.8,-6.3,-1.8,2.8,1015.8,2652,34.05,74.4,0.7
2022-02-19,February,Winter,Gulmarg,JK,Baramulla,-3.0,-5.0,1.8,2.2,1017.1,2652,34.05,74.4,0.0
2022-02-20,February,Winter,Gulmarg,JK,Baramulla,-3.0,-5.2,2.6,3.5,1009.0,2652,34.05,74.4,0.0
2022-02-21,February,Winter,Gulmarg,JK,Baramulla,-1.3,-5.4,2.6,3.5,1008.5,2652,34.05,74.4,0.0
2022-02-22,February,Winter,Gulmarg,JK,Baramulla,-2.5,-4.1,0.3,3.5,1011.8,2652,34.05,74.4,20.2
2022-02-23,February,Winter,Gulmarg,JK,Baramulla,-1.9,-3.3,-0.6,2.4,1012.7,2652,34.05,74.4,18.4
2022-02-24,February,Winter,Gulmarg,JK,Baramulla,-3.5,-7.1,-0.6,2.4,1018.3,2652,34.05,74.4,4.9
2022-02-25,February,Winter,Gulmarg,JK,Baramulla,-4.8,-9.3,-2.2,2.9,1018.3,2652,34.05,74.4,9.8
2022-02-26,February,Winter,Gulmarg,JK,Baramulla,-4.7,-6.5,-2.4,3.4,1018.9,2652,34.05,74.4,3.9
2022-02-27,February,Winter,Gulmarg,JK,Baramulla,-3.9,-6.8,-1.3,3.2,1024.4,2652,34.05,74.4,0.1
2022-02-28,February,Winter,Gulmarg,JK,Baramulla,-0.9,-5.8,2.0,2.2,1022.2,2652,34.05,74.4,0.8
2022-03-01,March,Winter,Gulmarg,JK,Baramulla,-2.3,-6.6,-0.8,2.2,1021.6,2652,34.05,74.4,0.3
2022-03-02,March,Winter,Gulmarg,JK,Baramulla,-1.6,-6.9,0.4,2.1,1021.8,2652,34.05,74.4,0.0
2022-03-03,March,Winter,Gulmarg,JK,Baramulla,-2.1,-3.0,-0.6,3.6,1018.6,2652,34.05,74.4,9.8
2022-03-04,March,Winter,Gulmarg,JK,Baramulla,-1.5,-3.7,1.4,2.4,1022.5,2652,34.05,74.4,0.0
2022-03-05,March,Winter,Gulmarg,JK,Baramulla,2.0,-3.0,4.2,1.8,1021.3,2652,34.05,74.4,0.0
2022-03-06,March,Winter,Gulmarg,JK,Baramulla,1.7,0.3,3.6,3.1,1017.2,2652,34.05,74.4,1.4
2022-03-07,March,Winter,Gulmarg,JK,Baramulla,-0.2,-3.4,1.0,3.8,1022.2,2652,34.05,74.4,28.6
2022-03-08,March,Winter,Gulmarg,JK,Baramulla,1.5,-1.6,3.2,1.8,1024.7,2652,34.05,74.4,0.0
2022-03-09,March,Winter,Gulmarg,JK,Baramulla,2.2,0.1,6.4,2.6,1021.8,2652,34.05,74.4,0.0
2022-03-10,March,Winter,Gulmarg,JK,Baramulla,2.9,0.8,7.8,2.2,1021.6,2652,34.05,74.4,0.0
2022-03-11,March,Winter,Gulmarg,JK,Baramulla,4.1,2.2,9.2,2.4,1023.5,2652,34.05,74.4,0.0
2022-03-12,March,Winter,Gulmarg,JK,Baramulla,6.0,3.8,9.0,2.2,1022.0,2652,34.05,74.4,0.0
2022-03-13,March,Winter,Gulmarg,JK,Baramulla,8.1,4.4,12.0,1.7,1024.1,2652,34.05,74.4,0.0
2022-03-14,March,Winter,Gulmarg,JK,Baramulla,9.5,5.0,10.9,2.9,1022.6,2652,34.05,74.4,0.0
2022-03-15,March,Winter,Gulmarg,JK,Baramulla,8.2,5.0,10.8,2.6,1023.5,2652,34.05,74.4,0.1
2022-03-16,March,Winter,Gulmarg,JK,Baramulla,9.0,4.6,13.0,1.6,1021.8,2652,34.05,74.4,0.0
2022-03-17,March,Winter,Gulmarg,JK,Baramulla,11.0,8.0,14.0,2.0,1020.3,2652,34.05,74.4,0.0
2022-03-18,March,Winter,Gulmarg,JK,Baramulla,9.1,4.3,14.2,4.9,1022.1,2652,34.05,74.4,0.3
2022-03-19,March,Winter,Gulmarg,JK,Baramulla,5.9,3.2,8.4,4.3,1020.3,2652,34.05,74.4,5.7
2022-03-20,March,Winter,Gulmarg,JK,Baramulla,4.9,3.1,7.4,3.6,1016.6,2652,34.05,74.4,10.5
2022-03-21,March,Winter,Gulmarg,JK,Baramulla,5.7,3.9,11.0,2.5,1021.2,2652,34.05,74.4,0.0
2022-03-22,March,Winter,Gulmarg,JK,Baramulla,7.3,4.3,13.4,2.5,1020.5,2652,34.05,74.4,0.0
2022-03-23,March,Winter,Gulmarg,JK,Baramulla,6.1,1.7,10.6,3.6,1017.6,2652,34.05,74.4,2.4
2022-03-24,March,Winter,Gulmarg,JK,Baramulla,3.5,0.0,6.0,3.2,1016.8,2652,34.05,74.4,0.1
2022-03-25,March,Winter,Gulmarg,JK,Baramulla,4.8,2.1,11.0,3.7,1018.6,2652,34.05,74.4,0.0
2022-03-26,March,Winter,Gulmarg,JK,Baramulla,6.9,4.4,13.0,3.0,1022.9,2652,34.05,74.4,0.0
2022-03-27,March,Winter,Gulmarg,JK,Baramulla,7.7,4.3,13.0,3.4,1022.5,2652,34.05,74.4,0.0
2022-03-28,March,Winter,Gulmarg,JK,Baramulla,7.5,4.1,14.0,4.3,1021.8,2652,34.05,74.4,0.0
2022-03-29,March,Winter,Gulmarg,JK,Baramulla,8.1,4.1,16.2,3.8,1021.2,2652,34.05,74.4,0.0
2022-03-30,March,Winter,Gulmarg,JK,Baramulla,7.9,4.0,14.8,3.8,1019.4,2652,34.05,74.4,0.1
2022-03-31,March,Winter,Gulmarg,JK,Baramulla,7.6,4.4,13.4,4.5,1024.2,2652,34.05,74.4,0.0
2022-04-01,April,Summer,Gulmarg,JK,Baramulla,9.2,6.5,14.8,3.3,1022.5,2652,34.05,74.4,0.0
2022-04-02,April,Summer,Gulmarg,JK,Baramulla,8.6,2.7,12.1,3.8,1019.2,2652,34.05,74.4,1.0
2022-04-03,April,Summer,Gulmarg,JK,Baramulla,5.6,2.2,12.0,4.0,1026.6,2652,34.05,74.4,4.6
2022-04-04,April,Summer,Gulmarg,JK,Baramulla,8.0,4.7,13.8,4.0,1024.6,2652,34.05,74.4,0.0
2022-04-05,April,Summer,Gulmarg,JK,Baramulla,8.9,6.1,14.8,3.9,1024.8,2652,34.05,74.4,0.0
2022-04-06,April,Summer,Gulmarg,JK,Baramulla,9.4,6.6,13.8,4.1,1025.0,2652,34.05,74.4,0.0
2022-04-07,April,Summer,Gulmarg,JK,Baramulla,10.2,7.7,14.0,3.7,1022.1,2652,34.05,74.4,0.0
2022-04-08,April,Summer,Gulmarg,JK,Baramulla,10.7,7.2,16.2,2.9,1022.5,2652,34.05,74.4,0.0
2022-04-09,April,Summer,Gulmarg,JK,Baramulla,8.4,5.7,11.4,3.7,1025.1,2652,34.05,74.4,5.8
2022-04-10,April,Summer,Gulmarg,JK,Baramulla,9.5,6.8,16.4,4.2,1024.3,2652,34.05,74.4,0.0
2022-04-11,April,Summer,Gulmarg,JK,Baramulla,10.8,8.0,15.4,3.7,1020.8,2652,34.05,74.4,0.0
2022-04-12,April,Summer,Gulmarg,JK,Baramulla,10.6,5.4,15.6,2.7,1020.7,2652,34.05,74.4,4.4
2022-04-13,April,Summer,Gulmarg,JK,Baramulla,6.2,2.0,10.0,3.0,1019.8,2652,34.05,74.4,15.1
2022-04-14,April,Summer,Gulmarg,JK,Baramulla,5.5,1.6,8.1,2.3,1016.9,2652,34.05,74.4,3.0
2022-04-15,April,Summer,Gulmarg,JK,Baramulla,6.9,4.7,11.0,3.1,1015.1,2652,34.05,74.4,2.9
2022-04-16,April,Summer,Gulmarg,JK,Baramulla,8.9,5.7,14.2,4.0,1014.9,2652,34.05,74.4,0.0
2022-04-17,April,Summer,Gulmarg,JK,Baramulla,10.8,7.0,15.0,4.4,1019.0,2652,34.05,74.4,0.2
2022-04-18,April,Summer,Gulmarg,JK,Baramulla,11.6,8.1,15.6,3.3,1023.0,2652,34.05,74.4,5.3
2022-04-19,April,Summer,Gulmarg,JK,Baramulla,9.0,4.3,11.8,3.1,1026.2,2652,34.05,74.4,8.2
2022-04-20,April,Summer,Gulmarg,JK,Baramulla,8.3,5.3,12.1,1.6,1022.0,2652,34.05,74.4,5.0
2022-04-21,April,Summer,Gulmarg,JK,Baramulla,4.7,1.3,6.7,2.6,1020.9,2652,34.05,74.4,11.4
2022-04-22,April,Summer,Gulmarg,JK,Baramulla,4.9,2.3,7.6,2.2,1021.3,2652,34.05,74.4,5.1
2022-04-23,April,Summer,Gulmarg,JK,Baramulla,5.5,2.3,9.3,2.7,1023.2,2652,34.05,74.4,3.4
2022-04-24,April,Summer,Gulmarg,JK,Baramulla,8.9,5.8,12.7,3.2,1020.6,2652,34.05,74.4,0.5
2022-04-25,April,Summer,Gulmarg,JK,Baramulla,7.4,3.2,10.8,2.6,1018.3,2652,34.05,74.4,4.1
2022-04-26,April,Summer,Gulmarg,JK,Baramulla,8.3,2.3,12.7,3.5,1022.1,2652,34.05,74.4,0.7
2022-04-27,April,Summer,Gulmarg,JK,Baramulla,12.1,9.1,15.9,3.1,1021.3,2652,34.05,74.4,0.2
2022-04-28,April,Summer,Gulmarg,JK,Baramulla,11.5,8.0,14.7,2.7,1023.6,2652,34.05,74.4,4.3
2022-04-29,April,Summer,Gulmarg,JK,Baramulla,11.1,7.6,14.2,3.4,1025.4,2652,34.05,74.4,1.1
2022-04-30,April,Summer,Gulmarg,JK,Baramulla,11.6,8.9,14.6,2.9,1018.0,2652,34.05,74.4,3.4
2022-05-01,May,Summer,Gulmarg,JK,Baramulla,13.5,10.0,17.8,4.9,1016.8,2652,34.05,74.4,0.1
2022-05-02,May,Summer,Gulmarg,JK,Baramulla,14.3,11.6,17.2,4.2,1014.7,2652,34.05,74.4,0.7
2022-05-03,May,Summer,Gulmarg,JK,Baramulla,11.4,8.2,14.3,3.0,1018.7,2652,34.05,74.4,4.9
2022-05-04,May,Summer,Gulmarg,JK,Baramulla,8.8,6.6,11.5,2.1,1019.9,2652,34.05,74.4,12.2
2022-05-05,May,Summer,Gulmarg,JK,Baramulla,8.5,6.0,11.8,1.7,1019.0,2652,34.05,74.4,2.6
2022-05-06,May,Summer,Gulmarg,JK,Baramulla,9.1,5.9,12.0,2.3,1019.0,2652,34.05,74.4,2.5
2022-05-07,May,Summer,Gulmarg,JK,Baramulla,11.0,8.1,14.5,3.1,1020.3,2652,34.05,74.4,0.0
2022-05-08,May,Summer,Gulmarg,JK,Baramulla,13.1,9.9,16.9,3.1,1016.6,2652,34.05,74.4,1.2
2022-05-09,May,Summer,Gulmarg,JK,Baramulla,13.4,10.5,16.3,3.9,1019.7,2652,34.05,74.4,2.3
2022-05-10,May,Summer,Gulmarg,JK,Baramulla,13.4,9.6,16.9,3.8,1018.7,2652,34.05,74.4,1.6
2022-05-11,May,Summer,Gulmarg,JK,Baramulla,13.9,10.9,18.2,3.7,1016.1,2652,34.05,74.4,0.7
2022-05-12,May,Summer,Gulmarg,JK,Baramulla,13.8,9.3,17.3,4.1,1016.1,2652,34.05,74.4,0.6
2022-05-13,May,Summer,Gulmarg,JK,Baramulla,14.1,10.9,17.4,4.7,1013.4,2652,34.05,74.4,0.2
2022-05-14,May,Summer,Gulmarg,JK,Baramulla,15.4,11.1,20.0,3.2,1012.9,2652,34.05,74.4,0.0
2022-05-15,May,Summer,Gulmarg,JK,Baramulla,14.6,10.3,17.4,2.6,1016.4,2652,34.05,74.4,1.2
2022-05-16,May,Summer,Gulmarg,JK,Baramulla,11.7,7.9,15.3,3.6,1017.5,2652,34.05,74.4,3.8
2022-05-17,May,Summer,Gulmarg,JK,Baramulla,11.5,7.4,15.2,2.7,1014.9,2652,34.05,74.4,3.8
2022-05-18,May,Summer,Gulmarg,JK,Baramulla,12.4,7.6,16.2,3.7,1017.8,2652,34.05,74.4,1.7
2022-05-19,May,Summer,Gulmarg,JK,Baramulla,12.2,7.3,16.6,3.0,1017.0,2652,34.05,74.4,4.6
2022-05-20,May,Summer,Gulmarg,JK,Baramulla,10.0,5.6,13.3,2.6,1014.4,2652,34.05,74.4,9.4
2022-05-21,May,Summer,Gulmarg,JK,Baramulla,8.0,4.9,11.9,3.0,1009.6,2652,34.05,74.4,0.8
2022-05-22,May,Summer,Gulmarg,JK,Baramulla,9.1,7.0,12.5,2.4,1002.8,2652,34.05,74.4,6.9
2022-05-23,May,Summer,Gulmarg,JK,Baramulla,6.9,5.0,8.9,3.1,1004.2,2652,34.05,74.4,18.6
2022-05-24,May,Summer,Gulmarg,JK,Baramulla,7.1,4.0,11.0,3.3,1013.7,2652,34.05,74.4,2.2
2022-05-25,May,Summer,Gulmarg,JK,Baramulla,10.2,4.0,15.2,4.1,1017.1,2652,34.05,74.4,0.1
2022-05-28,May,Summer,Gulmarg,JK,Baramulla,12.1,9.0,15.7,3.0,1010.5,2652,34.05,74.4,2.8
2022-05-29,May,Summer,Gulmarg,JK,Baramulla,11.7,8.3,15.4,2.7,1011.6,2652,34.05,74.4,1.6
2022-05-30,May,Summer,Gulmarg,JK,Baramulla,11.7,7.0,15.4,2.4,1013.3,2652,34.05,74.4,0.8
2022-05-31,May,Summer,Gulmarg,JK,Baramulla,10.7,7.8,13.9,2.2,1014.3,2652,34.05,74.4,3.1
2022-06-01,June,Summer,Gulmarg,JK,Baramulla,9.9,6.8,13.7,2.4,1016.0,2652,34.05,74.4,1.7
2022-06-02,June,Summer,Gulmarg,JK,Baramulla,11.5,8.4,15.0,2.7,1016.5,2652,34.05,74.4,1.4
2022-06-03,June,Summer,Gulmarg,JK,Baramulla,12.0,9.7,16.2,3.2,1016.5,2652,34.05,74.4,5.2
2022-06-04,June,Summer,Gulmarg,JK,Baramulla,12.9,10.0,16.3,3.7,1016.4,2652,34.05,74.4,1.8
2022-06-05,June,Summer,Gulmarg,JK,Baramulla,13.5,10.5,16.7,3.3,1019.4,2652,34.05,74.4,5.2
2022-06-06,June,Summer,Gulmarg,JK,Baramulla,14.4,11.8,17.8,3.5,1016.7,2652,34.05,74.4,5.6
2022-06-07,June,Summer,Gulmarg,JK,Baramulla,14.3,11.5,17.8,3.2,1014.2,2652,34.05,74.4,6.2
2022-06-08,June,Summer,Gulmarg,JK,Baramulla,14.0,10.9,17.7,3.6,1015.9,2652,34.05,74.4,6.7
2022-06-09,June,Summer,Gulmarg,JK,Baramulla,13.9,10.8,16.5,2.8,1015.2,2652,34.05,74.4,1.8
2022-06-10,June,Summer,Gulmarg,JK,Baramulla,13.8,9.4,17.0,3.2,1016.3,2652,34.05,74.4,1.8
2022-06-11,June,Summer,Gulmarg,JK,Baramulla,13.7,10.6,17.3,3.3,1016.2,2652,34.05,74.4,0.5
2022-06-12,June,Summer,Gulmarg,JK,Baramulla,13.0,10.7,15.9,3.4,1017.3,2652,34.05,74.4,5.4
2022-06-13,June,Summer,Gulmarg,JK,Baramulla,14.1,11.1,16.7,3.6,1018.4,2652,34.05,74.4,4.3
2022-06-14,June,Summer,Gulmarg,JK,Baramulla,15.5,12.6,19.4,3.3,1017.3,2652,34.05,74.4,0.0
2022-06-15,June,Summer,Gulmarg,JK,Baramulla,16.1,13.2,22.4,3.3,1013.7,2652,34.05,74.4,4.0
2022-06-16,June,Summer,Gulmarg,JK,Baramulla,14.7,12.0,18.7,3.8,1012.2,2652,34.05,74.4,3.8
2022-06-17,June,Summer,Gulmarg,JK,Baramulla,13.0,9.8,16.1,2.6,1009.6,2652,34.05,74.4,5.5
2022-06-18,June,Summer,Gulmarg,JK,Baramulla,10.4,6.6,14.0,2.6,1008.7,2652,34.05,74.4,11.8
2022-06-19,June,Summer,Gulmarg,JK,Baramulla,9.2,6.8,11.6,2.1,1008.4,2652,34.05,74.4,8.2
2022-06-20,June,Summer,Gulmarg,JK,Baramulla,8.6,6.4,11.5,1.6,1004.5,2652,34.05,74.4,11.9
2022-06-21,June,Summer,Gulmarg,JK,Baramulla,7.6,6.5,8.8,3.6,1002.3,2652,34.05,74.4,34.0
2022-06-22,June,Summer,Gulmarg,JK,Baramulla,8.0,5.3,11.9,3.1,1014.0,2652,34.05,74.4,34.1
2022-06-23,June,Summer,Gulmarg,JK,Baramulla,10.7,5.1,14.8,2.7,1018.0,2652,34.05,74.4,1.9
2022-06-24,June,Summer,Gulmarg,JK,Baramulla,14.3,9.7,18.1,4.6,1012.7,2652,34.05,74.4,0.0
2022-06-25,June,Summer,Gulmarg,JK,Baramulla,16.4,12.9,19.9,4.2,1010.7,2652,34.05,74.4,0.0
2022-06-26,June,Summer,Gulmarg,JK,Baramulla,16.6,13.2,20.4,3.7,1014.8,2652,34.05,74.4,1.1
2022-06-27,June,Summer,Gulmarg,JK,Baramulla,17.0,10.7,20.8,4.0,1017.1,2652,34.05,74.4,1.0
2022-06-28,June,Summer,Gulmarg,JK,Baramulla,17.8,12.0,21.9,3.9,1012.3,2652,34.05,74.4,0.6
2022-06-29,June,Summer,Gulmarg,JK,Baramulla,17.6,12.5,22.5,3.7,1006.3,2652,34.05,74.4,0.1
2022-06-30,June,Summer,Gulmarg,JK,Baramulla,18.9,14.1,23.0,3.7,1006.4,2652,34.05,74.4,1.2
2022-07-01,July,Monsoon,Gulmarg,JK,Baramulla,18.8,15.9,21.9,3.8,1008.1,2652,34.05,74.4,1.1
2022-07-02,July,Monsoon,Gulmarg,JK,Baramulla,18.6,15.6,21.9,3.7,1007.0,2652,34.05,74.4,0.6
2022-07-03,July,Monsoon,Gulmarg,JK,Baramulla,18.5,16.2,22.0,2.6,1010.2,2652,34.05,74.4,5.3
2022-07-04,July,Monsoon,Gulmarg,JK,Baramulla,18.7,16.4,21.8,2.9,1010.7,2652,34.05,74.4,2.9
2022-07-05,July,Monsoon,Gulmarg,JK,Baramulla,17.3,15.3,19.5,2.3,1012.1,2652,34.05,74.4,16.5
2022-07-06,July,Monsoon,Gulmarg,JK,Baramulla,16.7,14.3,18.8,2.0,1016.4,2652,34.05,74.4,7.7
2022-07-07,July,Monsoon,Gulmarg,JK,Baramulla,17.0,13.1,19.8,2.5,1018.7,2652,34.05,74.4,3.8
2022-07-08,July,Monsoon,Gulmarg,JK,Baramulla,17.4,13.8,20.5,2.8,1013.9,2652,34.05,74.4,3.4
2022-07-09,July,Monsoon,Gulmarg,JK,Baramulla,16.8,14.6,19.8,2.4,1008.9,2652,34.05,74.4,4.1
2022-07-10,July,Monsoon,Gulmarg,JK,Baramulla,15.8,13.8,18.7,2.1,1009.7,2652,34.05,74.4,6.0
2022-07-11,July,Monsoon,Gulmarg,JK,Baramulla,15.6,13.0,18.1,2.0,1013.4,2652,34.05,74.4,1.4
2022-07-12,July,Monsoon,Gulmarg,JK,Baramulla,15.2,10.8,19.3,1.6,1013.1,2652,34.05,74.4,1.3
2022-07-13,July,Monsoon,Gulmarg,JK,Baramulla,14.2,10.9,17.9,1.7,1009.5,2652,34.05,74.4,3.5
2022-07-14,July,Monsoon,Gulmarg,JK,Baramulla,13.6,10.3,16.0,2.4,1009.9,2652,34.05,74.4,11.8
2022-07-15,July,Monsoon,Gulmarg,JK,Baramulla,14.1,12.3,16.4,2.0,1017.2,2652,34.05,74.4,9.6
2022-07-16,July,Monsoon,Gulmarg,JK,Baramulla,14.6,12.3,17.6,2.4,1017.4,2652,34.05,74.4,9.7
2022-07-17,July,Monsoon,Gulmarg,JK,Baramulla,16.3,13.3,19.8,2.4,1017.7,2652,34.05,74.4,11.6
2022-07-18,July,Monsoon,Gulmarg,JK,Baramulla,17.5,13.4,21.0,3.2,1016.0,2652,34.05,74.4,0.5
